лемма	IDF
заливать	4.605170
заливка	2.525729
заливное	0.040822
заливный	3.218876
залить	3.218876
залом	4.605170
заманчивый	4.605170
замариновать	2.995732
замачивать	3.912023
замена	3.506558
заменить	2.120264
заменять	3.506558
замерзать	4.605170
замес	2.302585
замесить	3.218876
заметить	2.407946
заметка	2.995732
замечательный	0.713350
замечтательный	4.605170
замешать	4.605170
замешивать	3.912023
замешиваться	4.605170
замкнутый	4.605170
замораживать	3.912023
заморачиваться	4.605170
замороженое	4.605170
заморозить	2.302585
заморозка	0.105361
заморозок	3.912023
заморочить	4.605170
заморский	4.605170
замочить	3.912023
замёрзнуть	4.605170
занести	4.605170
занимать	4.605170
заниматься	2.995732
заново	4.605170
занос	4.605170
занятие	4.605170
занять	2.525729
зао	4.605170
заодно	3.506558
заочный	4.605170
запад	0.116534
запах	2.207275
запекание	1.514128
запеканка	0.040822
запекать	2.659260
запекаться	2.407946
запечь	0.916291
запечёный	4.605170
запивать	4.605170
записать	4.605170
записной	3.218876
записывать	3.912023
запись	1.897120
заполнить	4.605170
заполнять	3.912023
заполучить	4.605170
запоминать	4.605170
запоминаться	3.912023
заправить	4.605170
заправка	0.040822
заправлять	3.912023
заправочный	4.605170
запретить	4.605170
запрос	2.120264
запросто	3.912023
запчасть	4.605170
зарабатывать	4.605170
заражать	4.605170
заранее	1.660731
зарегистрировать	1.897120
зарегистрироваться	0.030459
зарплата	4.605170
засахарить	4.605170
засверкать	4.605170
засветить	4.605170
засечь	2.659260
заслуживать	4.605170
засолить	3.912023
засолка	0.116534
засопливилы	4.605170
заставить	3.506558
застать	4.605170
застелить	4.605170
застолье	2.525729
застывание	4.605170
застывать	3.912023
затар	4.605170
затара	4.605170
затея	4.605170
затирка	4.605170
затирух	4.605170
затрата	2.813411
затратить	3.218876
затратный	3.506558
затруднение	3.506558
затрудниться	4.605170
затянуть	4.605170
затянуться	3.506558
заходить	0.733969
захотеть	3.506558
захотеться	2.207275
зацепиться	3.506558
зачастую	4.605170
зачистить	3.912023
зачёт	3.506558
защита	4.605170
защитный	4.605170
заявить	4.605170
заявлять	1.771957
заяц	0.116534
звание	4.605170
званый	0.127833
звать	3.912023
звготовить	4.605170
звезда	0.116534
звонить	2.995732
звучать	2.659260
звёздный	0.116534
звёздочка	4.605170
здорово	4.605170
здоровый	0.116534
здоровье	1.897120
здравствовать	4.605170
здравствуйте	2.407946
зебра	3.912023
зелень	0.094311
зеленюшка	4.605170
зелёный	0.820981
земля	2.813411
зеркальный	4.605170
зерно	3.506558
зерновой	4.605170
зефир	0.040822
зима	0.040822
зимний	0.051293
зимой	2.995732
зира	3.218876
злаковый	4.605170
злой	4.605170
змея	4.605170
знак	4.605170
знакомиться	3.506558
знакомство	4.605170
знакомый	1.272966
знаменитый	2.659260
знание	3.912023
знаток	4.605170
знать	0.462035
значение	4.605170
значит	2.659260
значительно	3.506558
значить	4.605170
золовкин	4.605170
золотистый	2.407946
золотой	0.116534
зонтичный	4.605170
зраза	2.040221
зрение	4.605170
зритель	4.605170
зря	3.506558
зуб	3.506558
зубок	4.605170
зять	3.506558
иаков	4.605170
ибо	4.605170
иван	2.407946
иванов	0.127833
иванович	2.525729
ивлев	3.506558
игорь	3.218876
игра	2.813411
играть	2.659260
игруша	2.995732
игрушка	4.605170
идеал	3.506558
идеально	1.514128
идеальный	0.116534
идейка	0.116534
идентификатор	3.912023
идентичный	3.506558
идея	1.609438
идиллия	4.605170
идильга	4.605170
идол	4.605170
идти	1.832581
избавиться	4.605170
избежать	4.605170
избирательно	4.605170
избитый	4.605170
избранный	3.912023
избушка	4.605170
избыток	4.605170
извести	4.605170
известно	2.525729
известный	1.049822
извещение	4.605170
извинение	2.302585
извинить	4.605170
изготавливать	3.912023
изготовить	4.605170
изготовление	3.218876
изготовляться	4.605170
издание	3.912023
издательство	4.605170
издать	4.605170
издеваетеееееесить	4.605170
изделие	0.116534
излагать	4.605170
измельчить	3.506558
изменение	2.302585
изменить	2.407946
измениться	4.605170
изменять	3.912023
измученный	4.605170
изначально	3.912023
изначальный	4.605170
изнутри	3.912023
изобразить	4.605170
изобрести	2.407946
изобретение	2.407946
израиль	4.605170
изредка	3.218876
изумительно	3.506558
изумительный	1.714798
изумрудный	3.912023
изучить	2.407946
изыск	2.813411
изысканный	2.813411
изюм	1.897120
изюминка	1.966113
икея	4.605170
икра	0.040822
иллюстрировать	2.120264
имбирный	3.912023
имбирь	1.832581
именинник	4.605170
именинница	4.605170
именовать	3.912023
иметь	1.171183
иметься	2.525729
имитация	4.605170
имитировать	4.605170
иммунитет	4.605170
имя	0.030459
иначе	1.897120
инверторный	0.127833
ингредиент	0.139262
индейка	0.094311
индианола	4.605170
индивидуально	4.605170
индийски	2.659260
индийский	0.116534
индилайта	0.116534
индиресный	0.116534
индия	2.813411
индюшачий	4.605170
индюшка	3.912023
инет	1.771957
инна	4.605170
инночка	4.605170
иногда	1.897120
иной	2.040221
иностранный	4.605170
инструкция	0.030459
интерактив	4.605170
интерес	4.605170
интересно	1.660731
интересный	0.916291
интересовать	4.605170
интернет	0.967584
информационный	4.605170
информация	3.912023
иосиф	4.605170
ир	3.912023
иракский	0.116534
иранский	0.116534
ирвайн	4.605170
ирепка	4.605170
иржка	3.912023
ирина	3.506558
иринка	4.605170
иришка	4.605170
ирландский	0.116534
ирочки	4.605170
ирочко	3.912023
ирпенчанка	4.605170
ирреза	1.347074
ируня	3.912023
ирушенек	2.525729
исида	4.605170
искажённый	4.605170
искать	1.108663
исключение	3.218876
исключительно	3.218876
исключительный	3.506558
исключить	1.469676
искренне	0.116534
искренний	2.525729
искусно	4.605170
искусство	4.605170
исландский	0.116534
испанец	4.605170
испания	3.506558
испанский	0.116534
испарение	4.605170
испечь	0.105361
исполнение	2.525729
исполнимый	4.605170
использование	2.659260
использовать	1.171183
использоваться	1.714798
испортить	4.605170
исправить	3.912023
исправлять	4.605170
исправляться	4.605170
испробовать	3.912023
испытание	4.605170
испытывать	2.407946
истекать	4.605170
истина	2.525729
истинный	2.995732
исток	3.506558
история	0.116534
источать	3.218876
источник	2.407946
исходить	2.995732
исчезать	2.813411
исчезнуть	3.218876
итак	1.609438
италия	0.105361
итальянец	2.813411
итальянск	3.218876
итальянский	0.105361
итальяшка	4.605170
итог	2.995732
итон	4.605170
июль	0.579818
июнь	0.562119
йа	3.912023
йованович	4.605170
йогурт	0.040822
йогуртный	4.605170
йогуртов	4.605170
йогуртовой	4.605170
йорк	2.407946
йотама	4.605170
ка	3.912023
каааааак	4.605170
кабартм	4.605170
кабачковый	1.832581
кабачок	0.040822
кабинет	4.605170
каварт	4.605170
кавказ	3.912023
кавказский	0.116534
кадушка	4.605170
каз	4.605170
казан	0.116534
казарма	4.605170
казаться	1.139434
казахский	0.116534
казнь	4.605170
кайло	4.605170
кайпири	4.605170
кайпиринья	4.605170
какао	0.040822
калебас	4.605170
калейдоскоп	0.116534
калж	4.605170
калий	4.605170
калин	4.605170
калининград	4.605170
калинница	4.605170
калифорния	4.605170
калмыцкий	0.116534
калорийность	3.506558
калорийный	1.966113
калория	2.659260
калька	4.605170
кальмар	0.040822
кальмарчик	3.912023
кальцон	2.813411
каменный	4.605170
камень	3.506558
камера	0.116534
камуфляжный	4.605170
канада	3.912023
канадски	3.912023
канадский	0.116534
канал	0.040822
канапе	0.040822
канапуля	3.912023
канжик	4.605170
каникулы	4.605170
каннеллонить	3.912023
канун	4.605170
канцлер	4.605170
капелька	3.912023
каперс	2.525729
капитан	2.995732
капля	4.605170
капризный	4.605170
капуста	0.040822
капустный	1.609438
капустняк	0.040822
капусточка	4.605170
капустяник	4.605170
капучиный	4.605170
каракатица	4.605170
карамелизация	4.605170
карамелизировать	4.605170
карамелизоваться	3.218876
карамель	0.040822
карамельный	2.995732
карапуз	4.605170
карбонад	3.506558
карбонар	4.605170
кардамон	3.218876
кардинально	3.912023
карим	3.506558
карина	4.605170
каркасный	0.116534
карнавал	4.605170
карпов	4.605170
карри	2.813411
карроллтон	3.506558
картинка	3.218876
карто	4.605170
картофелина	4.605170
картофель	0.040822
картофельный	0.040822
картошечка	1.897120
картошка	0.040822
карур	4.605170
карусель	4.605170
касание	4.605170
касл	3.506558
каспийский	4.605170
кассовый	4.605170
кастер	4.605170
кастрюля	3.912023
касуэла	4.605170
касэрол	3.218876
кася	3.506558
кат	4.605170
каталог	3.912023
каталония	4.605170
катание	3.912023
кататься	4.605170
категория	0.116534
катить	4.605170
катица	3.218876
католический	3.912023
катушить	4.605170
катюша	4.605170
катя	3.912023
кафе	2.207275
кафешка	4.605170
кахета	4.605170
качели	4.605170
качество	0.105361
каша	0.040822
каштановый	4.605170
каюта	4.605170
квадратный	3.912023
квартира	4.605170
квас	0.040822
квасить	4.605170
кваситься	3.912023
квасной	0.116534
квашеный	2.813411
кверху	4.605170
кветка	4.605170
квибек	4.605170
кг	3.912023
кебаб	2.995732
кебба	4.605170
кедровый	3.912023
кейк	4.605170
кеймбридж	4.605170
кейп	3.912023
кекс	0.040822
кексик	4.605170
келоуна	3.912023
кен	4.605170
кентукк	4.605170
кесма	4.605170
кеснель	3.912023
кетчуп	1.469676
кефаль	4.605170
кефальк	4.605170
кефир	0.040822
кефирный	3.912023
кеш	4.605170
кешью	2.995732
кивок	4.605170
кидать	4.605170
киевск	4.605170
киллина	3.912023
кило	4.605170
килограмм	2.407946
кимбереть	4.605170
кимчать	0.040822
кингман	4.605170
кинза	2.407946
киноа	0.127833
кинолента	0.116534
кинуться	4.605170
кипение	4.605170
кипеть	4.605170
кипяток	3.218876
кира	4.605170
киргизски	4.605170
кисель	0.040822
киска	4.605170
кислинка	3.506558
кислить	4.605170
кисло	3.506558
кисловато	4.605170
кисловатый	3.912023
кислород	4.605170
кислота	3.912023
кислый	3.218876
киссинген	4.605170
китаец	4.605170
китай	3.218876
китайски	3.218876
китайский	0.116534
китовый	4.605170
китченер	4.605170
киш	3.506558
кишеть	4.605170
кишка	3.912023
кк	3.506558
ккал	2.302585
клаб	4.605170
клава	4.605170
клавиша	4.605170
кларемора	4.605170
класс	0.116534
классика	3.506558
классический	1.427116
классный	4.605170
класть	3.912023
клеить	4.605170
клейковина	4.605170
кленовый	2.659260
клеточный	4.605170
клетчатка	4.605170
клецк	4.605170
клон	4.605170
клубень	4.605170
клубника	3.912023
клубничный	4.605170
клубочек	4.605170
клюква	3.218876
ключ	4.605170
кляр	2.302585
клятва	4.605170
км	4.605170
кнедлик	4.605170
книга	0.040822
книжка	2.995732
кнопка	3.506558
коблер	4.605170
ковалёв	4.605170
коврижка	4.605170
ковшеобразный	4.605170
код	2.407946
кодиак	4.605170
кожа	3.912023
козий	3.912023
кой	2.525729
кока	4.605170
кокос	3.912023
кокосовый	2.659260
кокотница	3.912023
коктейль	0.040822
кол	4.605170
коламбусы	4.605170
колба	4.605170
колбаса	0.040822
колбаска	2.659260
колбасный	0.116534
колдования	4.605170
колдун	2.813411
количество	1.386294
коллега	2.995732
коллектив	4.605170
коллекция	3.912023
коллинза	4.605170
кольцо	4.605170
команда	0.127833
комбайн	4.605170
комбинация	3.506558
коми	0.116534
комильфо	4.605170
комментарий	0.127833
комната	3.912023
комок	3.912023
компания	0.105361
компаньон	4.605170
комплимент	4.605170
композиция	2.525729
компонент	3.506558
компот	0.040822
компромис	4.605170
комт	3.506558
комтэ	4.605170
конвертик	4.605170
кондитер	4.605170
кондитерский	2.120264
конец	1.966113
конечно	0.527633
конечный	4.605170
конина	0.116534
конкретный	2.407946
конкурс	0.040822
конкурсный	0.127833
коннектикут	4.605170
консенсус	4.605170
консервант	4.605170
консервация	4.605170
консервирование	0.040822
консервированный	0.116534
консервы	2.813411
консистенция	2.525729
константин	3.506558
консультант	3.218876
контакт	2.302585
контактный	4.605170
контрастный	4.605170
контрольный	4.605170
конфета	0.040822
конфетка	2.813411
конфетти	0.116534
конфиденциальность	0.040822
конфитюр	0.040822
концерт	3.912023
концертный	4.605170
кончаться	4.605170
коньяк	2.207275
копилочка	4.605170
копировать	4.605170
копия	4.605170
коптить	4.605170
копчение	4.605170
копчёность	0.116534
копчёный	2.995732
корабль	4.605170
кордон	4.605170
корейка	3.912023
корейски	0.040822
корейский	0.105361
коренной	3.912023
коренья	3.506558
корж	2.120264
коржик	0.040822
корзинка	3.912023
корзиночка	4.605170
кориандр	1.469676
корица	1.347074
коричневатый	4.605170
коричневый	1.272966
кормить	0.116534
корневой	2.995732
корнеплод	4.605170
корнишон	2.995732
корнуолл	4.605170
корнуэльский	2.525729
корова	4.605170
коровий	4.605170
королева	3.218876
королевск	4.605170
королевский	2.302585
король	4.605170
корона	4.605170
коронный	3.912023
короткий	3.506558
короче	2.995732
корочка	1.309333
корректив	3.218876
корректный	4.605170
косичка	4.605170
космический	3.912023
костлявый	4.605170
костный	4.605170
косточка	3.912023
кость	2.659260
костюм	4.605170
костюмировать	4.605170
костёр	2.407946
косушка	4.605170
кот	4.605170
котельная	3.912023
котлета	0.040822
котлетка	2.659260
котёл	4.605170
коул	4.605170
кофе	0.040822
кофейный	3.912023
кофейня	3.506558
кофеёк	2.659260
кофитюр	4.605170
кофта	4.605170
кочан	4.605170
кочеррыжка	4.605170
кошачий	4.605170
кошелёк	3.506558
кошка	4.605170
краб	4.605170
крабовый	2.302585
край	3.912023
крайне	3.912023
красавец	2.659260
красиво	1.832581
красивооо	3.912023
красивый	0.843970
краситель	3.912023
краска	0.116534
красноватый	4.605170
красный	0.941609
красота	3.912023
красотень	4.605170
красотища	4.605170
красоточка	4.605170
красочный	3.912023
кратко	4.605170
краткосрочный	4.605170
краффин	4.605170
крахмал	0.891598
креатив	0.127833
креветка	2.302585
креветочный	3.912023
крем	0.040822
креманочка	4.605170
кремлёвский	4.605170
кремовый	3.218876
кремообразный	4.605170
крепкий	0.116534
крепость	2.813411
крестьянин	4.605170
крестьянский	4.605170
кривая	4.605170
криспать	4.605170
кристалл	4.605170
критик	3.218876
критиковать	3.506558
кричать	3.912023
кровавый	4.605170
кровяной	4.605170
крок	3.218876
крокет	3.218876
кролик	0.116534
кроме	0.061875
кропотливый	4.605170
кроссворд	4.605170
кроун	3.912023
кроха	0.116534
крошка	4.605170
круассан	3.506558
круг	0.116534
круглый	2.813411
кружевница	4.605170
кружевной	3.912023
кружево	4.605170
кружить	4.605170
кружка	4.605170
круп	0.105361
крупа	0.116534
крупный	2.659260
крупяной	0.116534
крутой	3.912023
крутон	4.605170
крученик	4.605170
крылатый	4.605170
крыло	2.813411
крылышко	2.995732
крыльцо	3.506558
крым	2.302585
крымский	3.506558
крытый	3.506558
крыша	4.605170
крышка	3.506558
кстати	1.237874
ксюнький	4.605170
кубета	3.218876
кубик	2.813411
кубинский	0.116534
кудрявый	4.605170
кузьмин	4.605170
куксить	4.605170
кукуруза	2.525729
кукурузный	2.813411
кулачный	4.605170
кулебяка	4.605170
кулеш	0.040822
кулина	4.605170
кулинар	1.386294
кулинария	0.094311
кулинарный	0.000000
кулич	0.040822
кульмбахерский	3.912023
культовый	3.912023
культура	3.506558
культурный	4.605170
кумина	3.506558
кумир	3.912023
кунг	3.506558
кунжут	0.994252
кунжутный	2.659260
купить	2.302585
куприн	4.605170
курага	4.605170
курдский	0.116534
куриный	0.094311
курить	4.605170
курица	0.040822
куркума	2.040221
курникнуть	4.605170
курорт	4.605170
курочка	0.116534
курс	4.605170
куртизанка	2.995732
курятина	4.605170
кускус	0.040822
кусок	4.605170
кусочек	1.078810
куха	4.605170
кухня	0.040822
кухонный	3.506558
куча	2.813411
кучерикас	3.912023
кучерявый	4.605170
кушанье	4.605170
кушать	2.302585
кушка	4.605170
кэзэ	4.605170
кэмбридж	4.605170
кэроба	4.605170
лаваш	0.040822
лавашик	3.218876
лавка	4.605170
лавровый	1.139434
лагман	0.040822
лад	4.605170
ладный	3.912023
лазание	2.995732
лайм	3.506558
лаймовый	3.912023
лайфак	4.605170
лайфхак	4.605170
лакевить	4.605170
лакомиться	4.605170
лакомство	0.116534
лакомый	4.605170
лаконичный	3.912023
лан	4.605170
лангет	4.605170
лангли	4.605170
ланка	4.605170
лапша	0.040822
лапшевник	4.605170
лапшичка	4.605170
ларедо	4.605170
лариса	2.407946
ларёк	3.912023
ларёчный	3.912023
ласково	4.605170
ласточкин	2.302585
латинский	3.912023
латта	4.605170
латышский	0.116534
лафайетта	4.605170
лаханоризо	2.407946
левисвилл	4.605170
легенда	2.120264
легендарный	4.605170
легко	0.116534
легкоусваивать	4.605170
ледяной	4.605170
лежать	3.218876
лейкс	4.605170
лейла	4.605170
лейтон	4.605170
лек	3.506558
леко	2.525729
лена	3.912023
лениво	3.912023
ленивый	1.427116
ленинградский	4.605170
леночка	4.605170
лента	3.912023
ленточка	4.605170
лентяйка	3.912023
ленюся	4.605170
леопард	4.605170
лепесток	3.912023
лепиться	4.605170
лепка	2.407946
лепёшка	0.040822
лес	3.912023
лесной	2.813411
лестерширский	4.605170
лететь	4.605170
летний	0.040822
лето	0.116534
лечо	0.040822
ливанский	4.605170
лига	0.116534
лиза	3.912023
ликёр	0.040822
лима	4.605170
лимон	0.891598
лимонад	0.040822
лимонник	4.605170
лимонный	0.713350
лимончик	4.605170
лингвист	4.605170
лингвистический	4.605170
липкий	4.605170
липнуть	3.506558
лист	0.843970
листовой	3.912023
листригон	4.605170
литература	4.605170
литовск	0.127833
литовский	0.116534
литр	3.912023
лить	2.995732
лихой	3.218876
лицо	3.218876
лично	2.995732
личный	2.813411
лишний	1.560648
лобио	3.912023
ловить	4.605170
логан	4.605170
логин	4.605170
лодка	3.912023
лодочка	4.605170
ложечка	3.218876
ложка	1.897120
ложный	3.218876
лоза	4.605170
локация	4.605170
лолитавет	4.605170
ломать	3.912023
ломоть	4.605170
ломтик	3.506558
лонг	4.605170
лопнуть	2.407946
лоран	4.605170
лорхен	3.912023
лорэин	4.605170
лосось	2.659260
лососёвый	4.605170
лоцман	4.605170
лошадь	4.605170
лубия	4.605170
лук	0.301105
лука	2.207275
луковый	2.407946
лукума	4.605170
лунный	3.912023
лучик	4.605170
лучистый	4.605170
лучок	2.302585
лыко	4.605170
львовский	3.506558
льдинка	4.605170
лэнгли	3.912023
любезно	3.506558
любим	2.207275
любимец	4.605170
любимый	0.116534
любитель	1.386294
любительница	4.605170
любить	0.755023
любовница	4.605170
любовь	0.105361
любой	0.094311
любопытный	3.506558
любопытство	3.506558
людмила	1.771957
людочка	4.605170
люля	3.506558
люсьен	4.605170
ля	1.771957
лялич	3.912023
ляп	3.912023
лёгкий	0.094311
лёгкость	4.605170
лёд	0.116534
лёля	4.605170
лён	3.912023
мавзолей	2.525729
магазин	2.302585
магазинный	2.302585
магга	4.605170
магический	4.605170
магнит	4.605170
магриб	0.116534
магрибский	4.605170
мадам	4.605170
мадлен	4.605170
мадлена	4.605170
мадлер	4.605170
май	0.116534
майонез	0.116534
майонезный	2.525729
майоран	3.912023
мак	3.506558
макаллен	4.605170
макаронный	0.116534
макаронофил	4.605170
макароны	0.040822
макарун	4.605170
макать	4.605170
макдональдс	4.605170
макдый	4.605170
маки	4.605170
маковый	4.605170
максимально	2.040221
максимум	2.407946
мактак	4.605170
малазийский	0.116534
маленький	1.514128
малина	2.995732
мало	1.609438
малость	3.912023
малочисленный	4.605170
малый	3.912023
малыш	3.912023
малышня	3.912023
мальчик	3.218876
мальчишка	3.506558
мама	1.469676
мамалыга	4.605170
мамочка	2.995732
мамуля	2.995732
мамур	4.605170
мамусьвичься	3.912023
манго	4.605170
мандариновый	2.525729
манер	3.506558
манипуляция	3.912023
манка	3.218876
манник	0.040822
манный	1.609438
мансарда	0.755023
манта	0.116534
манёвр	0.116534
маотая	4.605170
мараковать	4.605170
марафон	0.116534
маргарин	1.609438
марго	4.605170
марди	4.605170
марина	2.525729
маринад	0.040822
маринка	4.605170
маринование	3.506558
мариновать	0.116534
мариноваться	4.605170
мариночка	3.912023
мариско	4.605170
маришка	4.605170
мария	3.218876
марк	4.605170
марка	3.912023
маркать	4.605170
маркетинговый	4.605170
мармелад	0.040822
марокканский	0.116534
марскапон	4.605170
март	0.105361
марципан	4.605170
марш	4.605170
маршмеллоу	3.912023
марьяна	4.605170
маскарпон	0.040822
масленица	0.040822
масленичный	0.116534
масленый	4.605170
маслина	1.966113
маслице	3.912023
масло	0.105361
маслянистый	4.605170
масляно	4.605170
масляный	2.525729
маслёнок	3.506558
масса	1.771957
массовый	4.605170
мастер	0.116534
мастика	0.040822
масштабный	4.605170
масясь	4.605170
мат	4.605170
материал	3.912023
материк	4.605170
матовый	4.605170
маффина	0.116534
маффиновый	4.605170
махеевъ	0.116534
маша	4.605170
машенька	3.912023
машина	2.207275
мгновение	4.605170
мгновенно	3.218876
мгновенный	3.912023
мег	3.912023
мегашоу	4.605170
медиафорт	0.000000
медленный	3.912023
медный	2.813411
медовик	4.605170
медовуха	4.605170
медовый	0.116534
медперсонал	4.605170
медсестричка	3.912023
международный	4.605170
межпортальный	4.605170
мейпл	4.605170
мексика	4.605170
мексиканский	0.116534
мелисса	4.605170
мелкий	3.506558
мелко	2.995732
мелочь	2.813411
мельбурн	4.605170
мендельсон	4.605170
ментор	4.605170
меню	0.116534
менять	2.525729
меняться	0.116534
мера	1.832581
меренговый	4.605170
мерка	4.605170
мероприятие	2.995732
мерфрисборо	4.605170
месить	4.605170
мескит	3.912023
местный	2.813411
место	2.659260
месье	3.218876
месяц	1.660731
метаться	4.605170
метод	3.912023
метро	3.506558
метровый	4.605170
мечта	0.040822
мечтание	4.605170
мечтать	2.995732
мешать	2.995732
мешок	3.912023
мешочек	3.506558
ми	2.995732
миг	4.605170
мидия	0.040822
мидленд	4.605170
микро	3.912023
микроволна	4.605170
микроволновка	0.105361
микроволновой	4.605170
милан	4.605170
милашин	4.605170
милена	4.605170
миллиметр	4.605170
миллион	4.605170
милость	1.897120
милочка	3.912023
милтон	4.605170
милуока	3.912023
милый	3.506558
мильфея	4.605170
милья	0.116534
мимо	3.912023
мимоза	3.218876
мина	3.912023
миндаль	2.040221
миндальный	2.813411
минеральный	3.912023
минимально	4.605170
минимальный	2.407946
минимум	1.237874
миннесота	4.605170
минск	4.605170
минтай	4.605170
минус	4.605170
минута	0.544727
минутка	3.912023
минутный	4.605170
минуть	4.605170
минь	2.995732
мио	0.116534
мир	0.105361
мирамар	4.605170
мировой	0.116534
миронов	4.605170
миска	4.605170
мисо	0.040822
мисс	1.966113
миссисипи	4.605170
миссиссог	3.912023
мистерия	0.116534
мистраль	0.116534
михаилович	4.605170
мичуринский	4.605170
мл	2.813411
младший	3.912023
ммм	4.605170
мммм	2.995732
ммммм	4.605170
мммммм	3.912023
ммммммм	4.605170
мммммммм	2.659260
мнение	2.525729
многие	1.309333
многий	1.771957
много	0.776529
многовато	3.912023
многолетний	4.605170
многострадальный	2.407946
многочисленный	2.302585
множество	0.040822
мноооий	4.605170
мобильный	3.912023
мода	3.218876
модель	4.605170
модератор	3.912023
модификация	4.605170
модифицированный	4.605170
можжевельник	4.605170
мозаика	4.605170
мозг	4.605170
мой	0.083382
мойва	4.605170
мокек	4.605170
мокрый	4.605170
мол	4.605170
молдаванка	4.605170
молдавский	0.116534
молекула	4.605170
молекулярный	4.605170
моллюск	4.605170
молниеносно	2.407946
молниеносный	4.605170
молодой	2.813411
молодость	4.605170
молозиво	4.605170
молоко	0.083382
молотый	3.912023
молочко	3.506558
молочный	0.040822
момент	0.105361
моментально	2.813411
монастырск	4.605170
монастырский	4.605170
монастырь	4.605170
монах	4.605170
монгольский	0.116534
монктон	4.605170
монотонный	4.605170
монреаль	3.912023
монтана	4.605170
море	0.116534
морепродукт	0.040822
морковка	2.995732
морковный	4.605170
морковочка	4.605170
морковь	0.040822
мороженое	0.040822
мороженый	4.605170
мороз	4.605170
морозилка	2.813411
морозильник	2.995732
морозильный	4.605170
морозный	4.605170
морозов	4.605170
морошка	4.605170
морс	0.040822
морской	3.218876
москва	2.120264
московский	2.525729
мотив	2.995732
мотор	0.116534
мохитый	0.040822
моцарелла	2.813411
мочь	0.000000
мошенничество	4.605170
мощный	4.605170
мощь	4.605170
мраморный	3.506558
мсьё	4.605170
муаля	4.605170
муж	0.867501
мужаться	4.605170
мужественно	4.605170
мужик	4.605170
мужнин	2.525729
мужской	0.127833
мужчина	0.116534
музыка	3.506558
мука	0.248461
мукминов	4.605170
мультиварка	0.116534
мультик	4.605170
мультипекарь	0.116534
мультперсонаж	4.605170
мунгунза	4.605170
муркатеринка	4.605170
мурманск	2.995732
мусака	4.605170
мускатный	1.832581
мусор	3.506558
мусс	0.040822
мусса	0.040822
мучить	4.605170
мучной	0.116534
мчаться	4.605170
мысль	4.605170
мыть	2.659260
мычать	3.912023
мьс	4.605170
мьсё	4.605170
мьяяяс	4.605170
мэри	4.605170
мэриленд	4.605170
мюзикл	4.605170
мюсли	0.116534
мя	4.605170
мягкий	0.755023
мягко	3.912023
мягкость	4.605170
мякиш	3.912023
мякоть	3.912023
мяс	3.506558
мясной	0.040822
мясо	0.040822
мясоед	3.506558
мясорубка	3.506558
мятый	2.302585
мёд	1.660731
наана	4.605170
набиз	4.605170
набирать	3.912023
наблюдать	3.218876
наболтать	4.605170
набор	1.660731
набухнуть	4.605170
наваждение	4.605170
навалом	2.995732
наваристый	4.605170
наверно	2.407946
наверное	2.207275
наверняка	3.218876
наверх	2.302585
навес	2.525729
навсегда	2.040221
навык	3.506558
наггетс	3.218876
нагетс	3.912023
наготавливать	4.605170
награда	3.912023
нагрев	4.605170
нагревание	4.605170
нагрузка	4.605170
надежда	4.605170
наденица	4.605170
надеть	4.605170
надеяться	1.609438
надобность	2.995732
надоесть	3.506558
надолго	3.912023
надпись	4.605170
надрез	4.605170
надюша	3.912023
надюшище	3.218876
надя	4.605170
надёжно	2.813411
надёжный	3.506558
наесться	3.912023
нажать	3.506558
назад	0.967584
название	0.562119
назвать	1.560648
назначение	0.116534
называть	2.659260
называться	1.714798
наиболее	3.506558
наикрутый	4.605170
наименование	4.605170
наиправый	4.605170
найти	0.446287
найтись	2.995732
накануне	3.912023
накинуться	4.605170
наконец	1.609438
накопиться	4.605170
накормить	2.659260
накрывать	4.605170
накрыть	4.605170
налетать	4.605170
наливка	0.040822
налить	3.218876
наличие	2.813411
наломать	4.605170
намазать	4.605170
намазилка	4.605170
намазка	3.506558
намазывалка	3.912023
намного	2.407946
намокать	4.605170
нана	4.605170
наньяго	4.605170
наоборот	3.912023
напасть	4.605170
напевать	4.605170
наперегонки	3.218876
напечатать	2.407946
напечь	3.912023
написать	2.659260
напиток	0.040822
наполеон	2.659260
наполнитель	4.605170
напоминалка	4.605170
напоминание	3.912023
напоминать	2.120264
напомнить	2.995732
напористо	4.605170
направить	3.912023
направление	4.605170
направлять	4.605170
напрасный	4.605170
напрашиваться	3.218876
например	1.771957
напутствовать	4.605170
наравне	4.605170
нарасхват	4.605170
нардек	4.605170
нарезание	4.605170
нарезать	1.897120
нарезка	2.813411
народ	2.120264
народный	4.605170
нарушение	4.605170
наряд	4.605170
нарядно	4.605170
нарядный	3.506558
наряду	3.912023
насколько	1.427116
насладиться	2.120264
наслаждаться	2.995732
наслаждение	3.912023
наслать	2.407946
наслышан	4.605170
настаивать	4.605170
настой	4.605170
настойка	0.040822
настолько	1.514128
настоятельно	2.040221
настояться	3.912023
настоящий	1.108663
настраивать	2.995732
настроение	0.116534
настроить	4.605170
настроиться	4.605170
настройка	4.605170
наступать	3.506558
наступить	3.506558
насчёт	4.605170
насытить	4.605170
насыщенный	1.609438
ната	3.218876
наталья	3.912023
наташенек	4.605170
натереть	4.605170
натирать	4.605170
наткнуться	1.966113
натолкнуть	3.912023
натрий	3.912023
натуля	3.912023
натуральный	1.832581
наука	4.605170
наумов	4.605170
наутро	4.605170
научить	3.218876
научиться	3.218876
научный	4.605170
